vehicle_make,vehicle_model,vehicle_mileage,vehicle_wheel,vehicle_type,vehicle_cylinder,vehicle_year,vehicle_fuel,vehicle_spec,vehicle_dealer,vehicle_price
Infiniti,Q30,83543,17,Hatchback,4,2019,Gasoline,GCC,CARS24,84299
Ford,Focus,89647,17,Sedan,4,2018,Gasoline,GCC,CARS24,38999
Jeep,Wrangler,81538,17,SUV/Crossover,6,2020,Gasoline,GCC,CARS24,170299
Mazda,CX-5,97880,17,SUV/Crossover,4,2020,Gasoline,GCC,CARS24,79999
Nissan,Altima,55553,17,Sedan,4,2020,Gasoline,GCC,CARS24,74899
Honda,Accord,72538,17,Sedan,4,2019,Gasoline,GCC,CARS24,96099
Mazda,CX-5,99391,17,SUV/Crossover,4,2020,Gasoline,GCC,CARS24,79999
Dodge,Charger,95792,17,Sedan,6,2018,Gasoline,GCC,CARS24,93299
Nissan,X-Trail,97110,17,SUV/Crossover,4,2017,Gasoline,GCC,CARS24,63599
Nissan,Xterra,95528,17,SUV/Crossover,4,2021,Gasoline,GCC,CARS24,103299
Kia,Pegas,56425,17,Sedan,4,2021,Gasoline,GCC,CARS24,42199
Mazda,6,98949,17,Sedan,4,2018,Gasoline,GCC,CARS24,55199
Toyota,Corolla,103946,17,Sedan,4,2019,Gasoline,GCC,CARS24,60599
Hyundai,Creta,110403,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,53699
Toyota,Corolla,81533,17,Sedan,4,2019,Gasoline,GCC,CARS24,56399
BMW,440,81751,17,Coupe,6,2018,Gasoline,GCC,CARS24,132899
Nissan,Micra,131496,17,Hatchback,4,2019,Gasoline,GCC,CARS24,31599
Volkswagen,Teramont,112873,17,SUV/Crossover,6,2019,Gasoline,GCC,CARS24,102899
Mitsubishi,ASX,23254,17,SUV/Crossover,4,2021,Gasoline,GCC,CARS24,72099
Mitsubishi,Eclipse Cross,47483,17,SUV/Crossover,4,2020,Gasoline,GCC,CARS24,73199
Toyota,Yaris,91228,17,Sedan,4,2017,Gasoline,GCC,CARS24,42899
Nissan,Sunny,72480,17,Sedan,4,2019,Gasoline,GCC,CARS24,41899
Jeep,Grand Cherokee,53853,17,SUV/Crossover,6,2019,Gasoline,GCC,CARS24,136699
Jeep,Grand Cherokee,136330,17,SUV/Crossover,6,2017,Gasoline,GCC,CARS24,94499
Nissan,Sunny,61833,17,Sedan,4,2018,Gasoline,GCC,CARS24,34999
BMW,520,81700,17,Sedan,4,2020,Gasoline,GCC,CARS24,156199
Ford,Edge,96569,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,91499
Mini,Cooper S,98782,17,Coupe,4,2020,Gasoline,GCC,CARS24,106799
BMW,X2,84986,17,SUV/Crossover,4,2020,Gasoline,GCC,CARS24,110099
Honda,CR-V,114984,17,SUV/Crossover,4,2017,Gasoline,GCC,CARS24,77999
Nissan,X-Trail,152391,17,SUV/Crossover,4,2018,Gasoline,GCC,CARS24,60099
Honda,Civic,73445,17,Sedan,4,2019,Gasoline,GCC,CARS24,86099
Volkswagen,Tiguan,136894,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,110299
Chevrolet,Captiva,43510,17,SUV/Crossover,4,2022,Gasoline,GCC,CARS24,70399
Jeep,Grand Cherokee,108876,17,SUV/Crossover,6,2018,Gasoline,GCC,CARS24,114099
Jeep,Wrangler,92216,17,SUV/Crossover,6,2017,Gasoline,GCC,CARS24,97799
Peugeot,3008,60768,17,SUV/Crossover,4,2018,Gasoline,GCC,CARS24,87999
Mitsubishi,ASX,90284,17,SUV/Crossover,4,2017,Gasoline,GCC,CARS24,53899
Jeep,Wrangler,79302,17,SUV/Crossover,6,2018,Gasoline,GCC,CARS24,127399
Mazda,CX-3,85004,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,73099
Jeep,Compass,89996,17,SUV/Crossover,4,2018,Gasoline,GCC,CARS24,72299
Chevrolet,Malibu,48736,17,Sedan,4,2021,Gasoline,GCC,CARS24,62999
Peugeot,508,56674,17,Sedan,4,2020,Gasoline,GCC,CARS24,99199
Nissan,Sunny,83493,17,Sedan,4,2019,Gasoline,GCC,CARS24,40499
Renault,Captur,81711,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,42999
Mitsubishi,Pajero,43459,17,SUV/Crossover,6,2020,Gasoline,GCC,CARS24,84199
Jeep,Grand Cherokee,143780,17,SUV/Crossover,6,2018,Gasoline,GCC,CARS24,103899
Mazda,CX-5,77794,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,79499
Nissan,Sunny,169756,17,Sedan,4,2019,Gasoline,GCC,CARS24,29399
Volkswagen,Passat,87207,17,Sedan,5,2020,Gasoline,GCC,CARS24,60599
Mazda,CX-5,97330,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,71599
Mini,Cooper,78207,17,Hatchback,3,2022,Gasoline,GCC,CARS24,104299
Toyota,RAV 4,104367,17,SUV/Crossover,4,2020,Gasoline,GCC,CARS24,121299
Mazda,CX-5,88475,17,SUV/Crossover,4,2020,Gasoline,GCC,CARS24,95499
Suzuki,Vitara,79244,17,SUV/Crossover,4,2021,Gasoline,GCC,CARS24,67099
Honda,CR-V,70782,17,SUV/Crossover,4,2017,Gasoline,GCC,CARS24,79999
Renault,Duster,58861,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,52099
Mazda,6,78823,17,Sedan,4,2020,Gasoline,GCC,CARS24,65799
Renault,Duster,59975,17,SUV/Crossover,4,2021,Gasoline,GCC,CARS24,53299
BMW,X3,79584,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,168399
Mitsubishi,Attrage,66562,17,Sedan,3,2021,Gasoline,GCC,CARS24,39899
Jeep,Grand Cherokee,73407,17,SUV/Crossover,6,2020,Gasoline,GCC,CARS24,147699
Mazda,6,82856,17,Sedan,4,2021,Gasoline,GCC,CARS24,67399
Mitsubishi,ASX,84459,17,SUV/Crossover,4,2017,Gasoline,GCC,CARS24,51199
Audi,A3,96920,17,Sedan,3,2018,Gasoline,GCC,CARS24,80099
Toyota,Camry,87193,17,Sedan,4,2019,Gasoline,GCC,CARS24,94799
Mitsubishi,Pajero,70982,17,SUV/Crossover,6,2017,Gasoline,GCC,CARS24,66799
Nissan,X-Trail,81263,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,91699
Kia,Sportage,22989,17,SUV/Crossover,4,2020,Gasoline,GCC,CARS24,79199
Honda,Accord,173486,17,Sedan,4,2018,Gasoline,GCC,CARS24,80399
Suzuki,Vitara,81972,17,SUV/Crossover,4,2021,Gasoline,GCC,CARS24,72399
Audi,Q5,59722,17,SUV/Crossover,4,2018,Gasoline,GCC,CARS24,147199
Infiniti,Q30,89816,17,Hatchback,4,2019,Gasoline,GCC,CARS24,94899
Renault,Koleos,91604,17,SUV/Crossover,4,2018,Gasoline,GCC,CARS24,60699
Honda,Accord,122270,17,Sedan,4,2018,Gasoline,GCC,CARS24,80999
Mazda,CX-9,87785,17,SUV/Crossover,4,2020,Gasoline,GCC,CARS24,109499
Jeep,Wrangler,69854,17,SUV/Crossover,6,2018,Gasoline,GCC,CARS24,100499
Nissan,Sunny,133806,17,Sedan,4,2019,Gasoline,GCC,CARS24,37199
Renault,Duster,85473,17,SUV/Crossover,4,2018,Gasoline,GCC,CARS24,44499
Mitsubishi,Pajero,55458,17,SUV/Crossover,6,2020,Gasoline,GCC,CARS24,76799
Hyundai,Accent,84672,17,Sedan,4,2018,Gasoline,GCC,CARS24,50099
Nissan,X-Trail,52610,17,SUV/Crossover,4,2017,Gasoline,GCC,CARS24,69199
Renault,Megane,51304,17,Hatchback,4,2020,Gasoline,GCC,CARS24,98799
Nissan,Kicks,89561,17,SUV/Crossover,4,2020,Gasoline,GCC,CARS24,64199
Mitsubishi,Attrage,63336,17,Sedan,3,2022,Gasoline,GCC,CARS24,45799
Renault,Symbol,81248,17,Sedan,4,2022,Gasoline,GCC,CARS24,32299
Peugeot,508,82310,17,Sedan,4,2020,Gasoline,GCC,CARS24,71199
Ford,Figo,89674,17,Sedan,4,2017,Gasoline,GCC,CARS24,30399
Ford,Edge,84780,17,SUV/Crossover,4,2017,Gasoline,GCC,CARS24,65999
Tesla,Y,15076,20,SUV/Crossover,None - Electric,2022,Electric,GCC,CV Auto,229000
Porsche,Cayenne,69568,21,SUV/Crossover,6,2018,Gasoline,GCC,IQ Auto Used Automobile Trading LLC,229000
Toyota,4-Runner,28600,20,SUV/Crossover,6,2019,Gasoline,Import,Sikandar Motors FZE,85000
Dodge,Charger,58325,20,Sedan,6,2020,Gasoline,Import,Kandy Cars,76000
Ford,Bronco,51400,20,SUV/Crossover,6,2021,Gasoline,Import,Kandy Cars,85000
Ford,Mustang,118500,20,Coupe,4,2017,Gasoline,Import,Kandy Cars,62000
Mercedes-Benz,EQE 350,8894,22,Sedan,None - Electric,2022,Electric,GCC,GARGASH ENTERPRISES LLC,392580
Dodge,Charger,49000,20,Sedan,6,2019,Gasoline,GCC,Alba Cars,129999
Land Rover,Discovery,104,20,SUV/Crossover,6,2020,Diesel,Import,Story Auto Middle East FZE,190000
BMW,X3,37514,20,SUV/Crossover,4,2022,Gasoline,GCC,Blackline motor company,259000
Toyota,Yaris,75000,14,Hatchback,4,2019,Gasoline,GCC,Perfect Automobiles Trading L.L.C,41500
Peugeot,3008,72000,17,SUV/Crossover,4,2019,Gasoline,GCC,SILK WAY USED CARS L.L.C,65000
Land Rover,Discovery,14739,22,SUV/Crossover,4,2021,Gasoline,Import,Story Auto Middle East FZE,225000
Land Rover,Discovery,17000,20,SUV/Crossover,6,2021,Diesel,Import,Story Auto Middle East FZE,225000
Land Rover,Discovery,1288,22,SUV/Crossover,6,2021,Gasoline,Import,Story Auto Middle East FZE,249000
Porsche,Panamera,140000,21,Sedan,6,2018,Gasoline,GCC,Al Yasmeen Cars,219000
Mercedes-Benz,C 63 AMG,11383,21,Coupe,8,2020,Gasoline,GCC,Blackline motor company,429000
Toyota,4-Runner,40090,20,SUV/Crossover,6,2021,Gasoline,Import,Sikandar Motors FZE,99000
Toyota,RAV 4,57004,18,SUV/Crossover,4,2019,Gasoline,Import,Akil Motors FZE,72000
Kia,Picanto,73205,17,Hatchback,4,2020,Gasoline,GCC,CARS24,39399
Dodge,Charger,70880,17,Sedan,6,2018,Gasoline,GCC,CARS24,86099
Toyota,Highlander,66800,20,SUV/Crossover,6,2020,Gasoline,Import,Sikandar Motors FZE,108000
Land Rover,Range Rover Vogue,86500,21,SUV/Crossover,4,2020,Gasoline,GCC,NXT Luxury Showroom,349900
Dodge,Charger,127000,20,Sedan,6,2019,Gasoline,Import,Kandy Cars,69000
Lamborghini,Urus,77000,20,SUV/Crossover,8,2019,Gasoline,GCC,HT - Ihab Mourad,835000
Nissan,X-Trail,96595,17,SUV/Crossover,4,2018,Gasoline,GCC,CARS24,68699
Mercedes-Benz,G 63 AMG,45000,22,SUV/Crossover,8,2020,Gasoline,Import,German Experts Car Maintenance,670000
Chevrolet,Tahoe,93000,18,SUV/Crossover,8,2021,Gasoline,GCC,Al Yasmeen Cars,169000
Nissan,Patrol,32000,22,SUV/Crossover,8,2021,Gasoline,GCC,Al Yasmeen Cars,240000
Land Rover,Range Rover HSE,89645,19,SUV/Crossover,6,2017,Gasoline,GCC,NXT Luxury Showroom,229900
Land Rover,Range Rover Velar,82000,20,SUV/Crossover,4,2019,Gasoline,GCC,NXT Luxury Showroom,239900
Chevrolet,Spark,70666,13,Hatchback,4,2019,Gasoline,GCC,NXT Luxury Showroom,34900
Mitsubishi,Attrage,87896,14,Sedan,3,2019,Gasoline,GCC,NXT Luxury Showroom,30000
Mazda,3,88899,16,Sedan,4,2019,Gasoline,GCC,NXT Luxury Showroom,58900
Nissan,Altima,105448,16,Sedan,4,2018,Gasoline,Import,Akil Motors FZE,34000
Ford,Mustang,54000,20,Coupe,4,2019,Gasoline,Import,Kandy Cars,90000
Jeep,Wrangler,90000,17,SUV/Crossover,6,2017,Gasoline,GCC,Alba Cars,94999
Porsche,911,27435,21,Coupe,6,2021,Gasoline,GCC,Blackline motor company,719000
Ford,Mustang,103000,20,Convertible,4,2020,Gasoline,Import,Kandy Cars,80000
Mercedes-Benz,E 300,85000,20,Sedan,4,2019,Gasoline,Import,Al Yasmeen Cars,137000
Tesla,X,42045,22,SUV/Crossover,None - Electric,2019,Electric,GCC,CV Auto,329000
Ford,Mustang,23900,20,Coupe,4,2020,Gasoline,Import,Kandy Cars,79000
Mercedes-Benz,CLS 450,58000,19,Sedan,6,2019,Gasoline,Import,MBA Motors,199000
Ford,Explorer,109000,20,SUV/Crossover,6,2017,Gasoline,GCC,Alba Cars,94999
Genesis,G70,3500,19,Sedan,4,2023,Gasoline,Import,Asan Motors,129000
Honda,Civic,51314,17,Sedan,4,2020,Gasoline,GCC,CARS24,79899
Ford,Mustang,108112,20,Convertible,8,2018,Gasoline,Import,Kandy Cars,88000
Ford,Mustang,27700,20,Coupe,4,2019,Gasoline,Import,Kandy Cars,69000
Cadillac,Escalade,164000,20,SUV/Crossover,8,2017,Gasoline,Import,Al Faeq Used Cars,115000
Hyundai,Santa Fe,10050,20,SUV/Crossover,4,2022,Gasoline,Import,Sikandar Motors FZE,79000
Mercedes-Benz,GLE 450,58498,21,SUV/Crossover,6,2021,Gasoline,GCC,Blackline motor company,329000
Toyota,Highlander,27450,20,SUV/Crossover,6,2021,Gasoline,Import,Sikandar Motors FZE,125000
Porsche,Cayenne,62128,21,SUV/Crossover,6,2017,Gasoline,GCC,IQ Auto Used Automobile Trading LLC,210000
Porsche,Macan,63000,21,SUV/Crossover,4,2020,Gasoline,GCC,Alba Cars,234900
BMW,730,98000,20,Sedan,4,2017,Gasoline,GCC,Alba Cars,134999
Dodge,Challenger,11711,20,Coupe,8,2022,Gasoline,Import,Kandy Cars,149000
Mercedes-Benz,E 300,66700,18,Sedan,4,2017,Gasoline,Import,Asan Motors,99000
Dodge,Challenger,82000,20,Coupe,6,2020,Gasoline,Import,Kandy Cars,79000
Audi,RSQ8,11700,21,SUV/Crossover,8,2021,Gasoline,GCC,Pearl Motors Luxury Automobiles Trading LLC,640000
Mercedes-Benz,A 45 AMG,33032,19,Hatchback,4,2021,Gasoline,Import,CV Auto,199000
Toyota,Highlander,43800,16,SUV/Crossover,6,2021,Gasoline,Import,Sikandar Motors FZE,115000
Kia,Sorento,20536,16,SUV/Crossover,6,2019,Gasoline,Import,Sikandar Motors FZE,49500
Dodge,Challenger,41932,20,Coupe,6,2020,Gasoline,Import,Kandy Cars,82000
Toyota,Land Cruiser,7287,20,SUV/Crossover,6,2022,Gasoline,GCC,CV Auto,319000
Land Rover,Range Rover Sport HSE,99000,21,SUV/Crossover,6,2020,Gasoline,GCC,Alba Cars,274999
Mercedes-Benz,E 300,44000,19,Sedan,4,2018,Gasoline,Import,Noor Al Sham Used Cars Trading FZE,99000
Ford,Mustang,27000,20,Coupe,4,2019,Gasoline,Import,Kandy Cars,72000
Chevrolet,Tahoe,87000,22,SUV/Crossover,8,2019,Gasoline,GCC,Al Yasmeen Cars,148000
Ford,Mustang,142842,20,Coupe,4,2019,Gasoline,Import,Kandy Cars,69000
Hyundai,Palisade,80900,20,SUV/Crossover,6,2021,Gasoline,Import,Sikandar Motors FZE,112000
Hyundai,Tucson,41500,18,SUV/Crossover,4,2020,Gasoline,Import,Asan Motors,69000
Toyota,4-Runner,64650,20,SUV/Crossover,6,2019,Gasoline,Import,Sikandar Motors FZE,84000
Alfa Romeo,Giulia,74247,18,Sedan,4,2020,Gasoline,GCC,Blackline motor company,119000
Hyundai,Palisade,69000,20,SUV/Crossover,6,2020,Gasoline,Import,Asan Motors,99000
Chevrolet,Tahoe,88000,22,SUV/Crossover,8,2019,Gasoline,GCC,Al Yasmeen Cars,168000
Dodge,Charger,44721,20,Sedan,8,2019,Gasoline,Import,Kandy Cars,95000
Ford,Mustang,50985,20,Coupe,4,2018,Gasoline,Import,Kandy Cars,67000
Dodge,Challenger,112812,20,Coupe,6,2019,Gasoline,Import,Kandy Cars,64000
Aston Martin,DB11,14200,20,Coupe,12,2017,Gasoline,Import,MRM Motors LLC,550000
Ferrari,SF90 Stradale,124,20,Coupe,8,2022,Gasoline,Import,Special Art Motors LLC,1950000
Land Rover,Range Rover Sport SVR,33223,21,SUV/Crossover,8,2021,Gasoline,Import,CV Auto,499000
Audi,RSQ8,33880,23,SUV/Crossover,8,2020,Gasoline,GCC,CV Auto,539000
Lexus,LX 600,22769,22,SUV/Crossover,6,2022,Gasoline,GCC,CV Auto,579000
Audi,RSQ8,2547,23,SUV/Crossover,8,2022,Gasoline,GCC,CV Auto,649000
Lamborghini,Urus,3064,22,SUV/Crossover,8,2022,Gasoline,GCC,CV Auto,1299000
Audi,A8,49878,19,Sedan,8,2020,Gasoline,GCC,CV Auto,249000
BMW,430,22446,19,Coupe,4,2021,Gasoline,GCC,CV Auto,249000
Bentley,Bentayga,15273,22,SUV/Crossover,8,2021,Gasoline,GCC,CV Auto,949000
Mercedes-Benz,G 63 AMG,40667,22,SUV/Crossover,8,2019,Gasoline,Import,CV Auto,789000
Bentley,Bentayga,51228,22,SUV/Crossover,12,2017,Gasoline,GCC,CV Auto,479000
Land Rover,Defender,106,22,SUV/Crossover,8,2023,Gasoline,Import,CV Auto,629000
Land Rover,Range Rover HSE,3680,22,SUV/Crossover,6,2023,Gasoline,GCC,CV Auto,779000
BMW,X6,24097,21,SUV/Crossover,6,2022,Gasoline,GCC,CV Auto,379000
Ferrari,Roma,4210,20,Coupe,8,2022,Gasoline,Import,CV Auto,1079000
Ferrari,Roma,3410,20,Coupe,8,2022,Gasoline,GCC,CV Auto,1149000
Mercedes-Benz,G 63 AMG,9378,24,SUV/Crossover,8,2022,Gasoline,GCC,CV Auto,1499000
Audi,RSQ8,5219,23,SUV/Crossover,8,2022,Gasoline,Import,CV Auto,749000
Land Rover,Range Rover Autobiography,17315,22,SUV/Crossover,8,2018,Gasoline,GCC,CV Auto,439000
Mercedes-Benz,S 580,11724,20,Sedan,8,2022,Gasoline,Import,CV Auto,589000
Land Rover,Range Rover HSE,7280,20,SUV/Crossover,8,2022,Gasoline,GCC,CV Auto,799000
Ford,Mustang,114000,20,Coupe,8,2018,Gasoline,Import,Kandy Cars,90000
BMW,740,65223,18,Sedan,6,2017,Gasoline,GCC,GTA 2,164500
Dodge,Charger,140000,20,Sedan,6,2019,Gasoline,Import,Kandy Cars,62000
Dodge,Challenger,11721,20,Coupe,8,2022,Gasoline,Import,Kandy Cars,145000
Jeep,Wrangler,108000,17,SUV/Crossover,6,2020,Gasoline,GCC,Al Yasmeen Cars,138000
Chevrolet,Camaro,63000,20,Coupe,6,2017,Gasoline,Import,Wadishee used cars,59999
Hyundai,Santa Fe,20820,18,SUV/Crossover,4,2021,Gasoline,Import,Sikandar Motors FZE,85000
Hyundai,Santa Fe,16200,18,SUV/Crossover,4,2022,Gasoline,Import,Sikandar Motors FZE,102000
Ford,Mustang,6800,20,Coupe,4,2022,Gasoline,Import,Kandy Cars,153000
Nissan,Kicks,7600,17,SUV/Crossover,4,2022,Gasoline,Import,A V G Vehicles Auctions Organizing L.L.C,60000
Toyota,Camry,44000,17,Sedan,4,2020,Gasoline,GCC,A V G Vehicles Auctions Organizing L.L.C,81000
Porsche,Macan,48125,21,SUV/Crossover,4,2020,Gasoline,GCC,GTA 3,249000
Tesla,model-3,37125,20,Sedan,None - Electric,2021,Electric,GCC,GTA 3,179000
Dodge,RAM,726,20,Pick Up Truck,8,2022,Gasoline,Import,HT-albahry,128000
Ford,Mustang,36772,20,Coupe,4,2021,Gasoline,Import,Kandy Cars,95000
Dodge,Charger,112412,20,Sedan,6,2019,Gasoline,Import,Kandy Cars,64000
Ford,Mustang,60900,20,Convertible,4,2019,Gasoline,Import,Kandy Cars,85000
Infiniti,Q50,33000,18,Sedan,6,2021,Gasoline,GCC,A V G Vehicles Auctions Organizing L.L.C,115000
Hyundai,Elantra,62000,15,Sedan,4,2020,Gasoline,GCC,A V G Vehicles Auctions Organizing L.L.C,55000
Hyundai,Elantra,32000,15,Sedan,4,2020,Gasoline,GCC,A V G Vehicles Auctions Organizing L.L.C,58000
Tesla,model-3,27100,19,Sedan,None - Electric,2022,Electric,Import,A V G Vehicles Auctions Organizing L.L.C,135000
Dodge,RAM,10809,20,Pick Up Truck,8,2022,Gasoline,Import,HT-albahry,158000
Dodge,Charger,73812,20,Sedan,8,2019,Gasoline,Import,Kandy Cars,108000
Tesla,Y,28900,21,SUV/Crossover,None - Electric,2021,Electric,Import,A V G Vehicles Auctions Organizing L.L.C,175000
Mercedes-Benz,S 580,13614,20,Sedan,8,2022,Gasoline,Import,Prestige Motors L.L.C,530000
Ford,Mustang,98596,20,Coupe,4,2017,Gasoline,Import,Kandy Cars,62000
Chevrolet,Camaro,38000,19,Coupe,6,2017,Gasoline,Import,Wadishee used cars,58000
Dodge,Charger,111912,20,Sedan,6,2018,Gasoline,Import,Kandy Cars,58000
Ford,Mustang,77599,20,Coupe,8,2020,Gasoline,Import,Kandy Cars,105000
Mercedes-Benz,G 500,53000,20,SUV/Crossover,8,2020,Gasoline,Import,S Line Motors LLC,525000
Ford,Mustang,103700,19,Coupe,4,2017,Gasoline,Import,Wadishee used cars,57000
Jeep,Grand Cherokee,18500,20,SUV/Crossover,6,2021,Gasoline,Import,A V G Vehicles Auctions Organizing L.L.C,145000
Toyota,Prado,155900,20,SUV/Crossover,6,2020,Gasoline,GCC,Ghassan Aboud Car Trading LTD,155900
Mazda,6,67000,18,Sedan,6,2019,Gasoline,GCC,Ghassan Aboud Car Trading LTD,65900
Nissan,Kicks,135867,16,SUV/Crossover,4,2019,Gasoline,GCC,Ghassan Aboud Car Trading LTD,47900
BMW,730,39500,20,Sedan,4,2021,Gasoline,GCC,GTA Cars,287000
Land Rover,Range Rover Vogue Autobiography,78905,21,SUV/Crossover,8,2019,Gasoline,GCC,GTA Cars,386000
Toyota,Fortuner,108900,20,SUV/Crossover,6,2018,Gasoline,GCC,Ghassan Aboud Car Trading LTD,108900
Mitsubishi,Pajero,116223,18,SUV/Crossover,6,2017,Gasoline,GCC,Ghassan Aboud Car Trading LTD,48000
Ford,Mustang,54600,18,Coupe,4,2019,Gasoline,Import,Wadishee used cars,72000
Mitsubishi,Pajero,42000,18,SUV/Crossover,6,2018,Gasoline,GCC,Moon Car Care,63500
Land Rover,Range Rover HSE,27399,23,SUV/Crossover,8,2022,Gasoline,GCC,CV Auto,699000
Kia,Sportage,46500,18,SUV/Crossover,4,2019,Gasoline,Import,Sikandar Motors FZE,47000
Mercedes-Benz,S 580,2000,20,Sedan,8,2023,Gasoline,Import,GNN Motor FZCO,879000
Ford,Raptor,26302,17,Pick Up Truck,6,2020,Gasoline,GCC,GTA Cars,279000
Toyota,Corolla,102000,16,Sedan,4,2017,Gasoline,Import,Private Seller,31000
Nissan,Kicks,50500,18,SUV/Crossover,4,2018,Gasoline,GCC,Private Seller,53500
Mercedes-Benz,G 63 AMG,64000,20,SUV/Crossover,8,2019,Gasoline,Import,Private Seller,565000
Land Rover,Range Rover Sport HSE,67680,20,SUV/Crossover,6,2019,Diesel,Import,Private Seller,210000
Nissan,Patrol,67000,20,SUV/Crossover,8,2020,Gasoline,GCC,Private Seller,230000
Cadillac,Escalade,155000,22,SUV/Crossover,8,2017,Gasoline,GCC,Private Seller,140000
Ford,Mustang,3715,18,Convertible,4,2022,Gasoline,Import,Private Seller,87500
Mercedes-Benz,CLA 250,89000,20,Hatchback,4,2017,Gasoline,GCC,Private Seller,99000
Mercedes-Benz,CLA 250,89000,20,Sedan,4,2017,Gasoline,GCC,Private Seller,99000
Mercedes-Benz,C 300,61230,19,Sedan,4,2018,Gasoline,Import,Private Seller,83500
Mercedes-Benz,V 250,70000,18,Van,4,2019,Gasoline,GCC,Private Seller,145000
Land Rover,Range Rover Vogue SE Supercharged,100560,21,SUV/Crossover,8,2018,Gasoline,GCC,Private Seller,355000
Mercedes-Benz,G 500,7000,22,SUV/Crossover,8,2023,Gasoline,GCC,Private Seller,710000
Nissan,X-Trail,76000,17,SUV/Crossover,4,2017,Gasoline,GCC,Private Seller,59000
Toyota,RAV 4,83000,18,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,79000
Hyundai,Sonata,47800,19,Sedan,4,2020,Gasoline,Import,Private Seller,71500
Audi,A8,100309,20,Sedan,8,2020,Gasoline,GCC,Private Seller,200000
Kia,Sorento,10750,19,SUV/Crossover,4,2022,Gasoline,Import,Private Seller,108000
Ford,Edge,9000,18,SUV/Crossover,4,2018,Gasoline,Import,Private Seller,65000
Toyota,Camry,40348,19,Sedan,4,2020,Gasoline,Import,Private Seller,62000
Chevrolet,Camaro,7000,20,Coupe,6,2021,Gasoline,Import,Private Seller,85000
Honda,Accord,22000,17,Coupe,4,2021,Gasoline,Import,Private Seller,50000
Mercedes-Benz,A 220,4800,19,Sedan,4,2019,Gasoline,Import,Private Seller,90000
Nissan,Sentra,51700,16,Sedan,4,2020,Gasoline,Import,Private Seller,45000
Lexus,RX 350,2780,20,SUV/Crossover,6,2022,Gasoline,Import,Private Seller,198000
Ford,Mustang,3730,18,Convertible,4,2022,Gasoline,Import,Private Seller,90500
Ford,Edge,72420,18,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,53000
Nissan,Sunny,70560,15,Sedan,4,2021,Gasoline,GCC,Private Seller,38000
Ford,Focus,68000,17,Sedan,4,2018,Gasoline,GCC,Private Seller,36000
Nissan,Versa,106000,15,Sedan,4,2017,Gasoline,Import,Private Seller,18500
BMW,330,37000,19,Sedan,4,2021,Gasoline,Import,Private Seller,165000
Kia,Stinger,46000,17,Sedan,4,2018,Gasoline,Import,Private Seller,59000
Lexus,ES 350,7900,17,Sedan,6,2021,Gasoline,Import,Private Seller,130000
Lexus,RX 350,37500,20,SUV/Crossover,6,2018,Gasoline,Import,Private Seller,99000
Lexus,LX 570,51643,20,SUV/Crossover,8,2019,Gasoline,Import,Private Seller,315000
Mercedes-Benz,CLA 250,49900,18,Sedan,4,2019,Gasoline,Import,Private Seller,73500
Porsche,Macan,65000,21,SUV/Crossover,4,2017,Gasoline,Import,Private Seller,95000
Ford,Raptor,7600,17,Pick Up Truck,6,2022,Gasoline,GCC,Private Seller,347000
Ford,Edge,18500,20,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,68000
Nissan,Sentra,87700,16,Sedan,4,2019,Gasoline,Import,Private Seller,28500
GMC,Yukon,27500,20,SUV/Crossover,8,2022,Gasoline,GCC,Private Seller,260000
Mercedes-Benz,V 250,75000,17,Sedan,4,2022,Gasoline,GCC,Private Seller,289000
Mini,Cooper,38000,17,Hatchback,4,2020,Gasoline,GCC,Private Seller,89000
Jeep,Wrangler,68000,22,SUV/Crossover,6,2019,Gasoline,Import,Private Seller,118000
Chevrolet,Impala,177568,19,Sedan,6,2019,Gasoline,GCC,Private Seller,75000
Dodge,RAM,5000,20,Pick Up Truck,8,2021,Gasoline,Import,Private Seller,350000
Nissan,Altima,138637,17,Sedan,6,2018,Gasoline,GCC,Private Seller,50000
Infiniti,QX80,134850,21,SUV/Crossover,8,2017,Gasoline,GCC,Private Seller,120000
Tesla,model-3,4000,17,Sedan,None - Electric,2022,Electric,Import,Private Seller,155000
Mercedes-Benz,C 300,16000,16,Sedan,6,2021,Gasoline,Import,Private Seller,135000
Toyota,Camry,100000,18,Sedan,4,2021,Gasoline,GCC,Private Seller,77000
Ford,Mustang,43242,20,Coupe,8,2020,Gasoline,Import,Private Seller,94000
Nissan,Kicks,90000,16,SUV/Crossover,4,2018,Gasoline,GCC,Private Seller,39000
Nissan,Kicks,8000,17,SUV/Crossover,4,2023,Gasoline,Import,Private Seller,78000
